#Non-parametric morphology statistics and PC values for CANDELS (UDS/GOODS-S/COSMOS)
#galaxies
#pGX refers to the probability of a galaxy being in group X
#ID RA DEC C_J ASYM_J M20_J GINI_J M_J I_J D_J LOGMASS PHOTZ GROUP PC1 PC2 PC3 PC4 PC5 PC6 PC7    pGoutlier pG0 pG1 pG2 pG4 pG5 pG6 pG8 pG9 
2208 	  34.498932 	  -5.265106 	               3.200000 	   0.200000 	  -1.510000 	   0.360000 	               0.072000 	   0.196000 	   0.105000 	  10.140000 	   1.462600 	 8 	1.092694 	0.091849 	0.428092 	-1.667890 	0.065904 	1.158861 	-0.791223 	  0.00 	  0.02 	  0.04 	  0.02 	  0.08 	  0.47 	  0.06 	  0.21 	  0.10 	
2232 	  34.246994 	  -5.265421 	               3.100000 	   0.150000 	  -1.490000 	   0.490000 	               0.018000 	   0.015000 	   0.072000 	  10.760000 	   1.401000 	 8 	-0.326316 	0.441683 	0.266623 	-0.608035 	0.305235 	0.508377 	0.693669 	  0.00 	  0.00 	  0.01 	  0.00 	  0.04 	  0.02 	  0.09 	  0.67 	  0.16 	
2304 	  34.304127 	  -5.263939 	               2.760000 	   0.020000 	  -1.640000 	   0.490000 	             -99.000000 	   0.000000 	   0.062000 	  10.180000 	   1.527000 	 6 	-1.388319 	-1.215276 	0.206404 	0.118192 	-0.268639 	0.008779 	-0.272111 	  0.00 	  0.04 	  0.00 	  0.08 	  0.02 	  0.00 	  0.71 	  0.00 	  0.15 	
2330 	  34.256527 	  -5.263938 	               2.880000 	  -0.340000 	  -0.950000 	   0.440000 	               0.088000 	   0.081000 	   0.340000 	  10.230000 	   1.776000 	 4 	1.916117 	-1.602468 	-2.422411 	1.764351 	0.371777 	0.623751 	0.651694 	  0.00 	  0.01 	  0.34 	  0.06 	  0.09 	  0.33 	  0.04 	  0.00 	  0.14 	
2377 	  34.338333 	  -5.263797 	               2.720000 	   0.010000 	  -1.610000 	   0.530000 	             -99.000000 	   0.007000 	   0.046000 	  10.570000 	   1.703000 	 6 	-1.693003 	-1.092147 	0.203057 	0.379755 	-0.260494 	-0.376958 	0.185503 	  0.00 	  0.02 	  0.01 	  0.10 	  0.00 	  0.00 	  0.78 	  0.00 	  0.09 	
2388 	  34.552055 	  -5.263621 	               2.980000 	   0.070000 	  -1.640000 	   0.520000 	             -99.000000 	   0.004000 	   0.076000 	  10.230000 	   1.502000 	 6 	-1.594260 	-0.706815 	0.522658 	0.366548 	-0.327961 	-0.144552 	-0.110170 	  0.00 	  0.02 	  0.01 	  0.09 	  0.05 	  0.04 	  0.75 	  0.02 	  0.02 	
2480 	  34.341042 	  -5.263321 	               3.320000 	   0.050000 	  -1.910000 	   0.490000 	               0.010000 	   0.010000 	   0.068000 	  10.450000 	   1.786000 	 0 	-1.032845 	0.371277 	-0.299629 	-0.556722 	1.274884 	0.289222 	-0.188441 	  0.00 	  0.26 	  0.05 	  0.01 	  0.06 	  0.01 	  0.19 	  0.36 	  0.07 	
2483 	  34.402477 	  -5.263689 	               3.630000 	   0.010000 	  -1.960000 	   0.580000 	               0.017000 	   0.025000 	   0.027000 	  10.510000 	   1.465000 	 0 	-1.954240 	0.975978 	-0.553683 	0.082495 	1.411307 	-0.620658 	0.420996 	  0.00 	  0.58 	  0.10 	  0.02 	  0.02 	  0.07 	  0.18 	  0.01 	  0.02 	
2537 	  34.412838 	  -5.263148 	               4.060000 	   0.100000 	  -1.310000 	   0.470000 	               0.200000 	   0.489000 	   0.133000 	  10.580000 	   1.524000 	 9 	1.079465 	1.130141 	-0.209564 	-0.234685 	-0.264110 	-0.629486 	-0.222530 	  0.00 	  0.02 	  0.03 	  0.33 	  0.01 	  0.00 	  0.14 	  0.00 	  0.46 	
2568 	  34.256573 	  -5.263601 	               4.800000 	   0.120000 	  -1.770000 	   0.560000 	               0.133000 	   0.096000 	   0.227000 	  10.190000 	   1.584000 	 9 	-0.833134 	2.304487 	-0.013949 	1.072542 	0.811266 	-0.067327 	-0.343845 	  0.00 	  0.30 	  0.00 	  0.12 	  0.01 	  0.00 	  0.01 	  0.08 	  0.47 	
2646 	  34.567387 	  -5.262631 	               3.070000 	   0.160000 	  -1.420000 	   0.470000 	               0.008000 	   0.006000 	   0.105000 	  10.460000 	   1.394000 	 8 	0.033935 	0.339889 	0.339216 	-0.582831 	0.182047 	0.786692 	0.613423 	  0.00 	  0.00 	  0.00 	  0.00 	  0.03 	  0.04 	  0.12 	  0.63 	  0.17 	
2808 	  34.504952 	  -5.261209 	               4.030000 	   0.190000 	  -1.110000 	   0.430000 	               0.082000 	   0.163000 	   0.282000 	  10.020000 	   1.875000 	 9 	1.603821 	1.123290 	0.368393 	0.282703 	-0.581967 	1.111099 	-0.099418 	  0.00 	  0.04 	  0.17 	  0.34 	  0.00 	  0.00 	  0.11 	  0.00 	  0.34 	
2926 	  34.349281 	  -5.261001 	               2.860000 	   0.050000 	  -1.760000 	   0.460000 	               0.020000 	   0.040000 	   0.159000 	  10.280000 	   1.474000 	 8 	-0.179540 	-0.211964 	-0.012330 	-0.361806 	1.268090 	0.623290 	-0.106543 	  0.00 	  0.00 	  0.07 	  0.14 	  0.04 	  0.02 	  0.10 	  0.52 	  0.10 	
2938 	  34.347786 	  -5.261203 	               4.070000 	  -0.010000 	  -1.990000 	   0.580000 	               0.033000 	   0.061000 	   0.035000 	  10.840000 	   1.808000 	 0 	-1.947635 	1.329343 	-0.821627 	0.245267 	1.355955 	-0.731546 	0.080053 	  0.00 	  0.62 	  0.11 	  0.10 	  0.02 	  0.07 	  0.06 	  0.00 	  0.02 	
2960 	  34.368877 	  -5.260230 	               2.720000 	   0.050000 	  -1.760000 	   0.510000 	             -99.000000 	   0.000000 	   0.081000 	  10.090000 	   1.442000 	 6 	-1.676198 	-1.048144 	0.544417 	0.236539 	0.055258 	-0.107438 	-0.283257 	  0.00 	  0.01 	  0.01 	  0.09 	  0.04 	  0.02 	  0.78 	  0.00 	  0.04 	
3078 	  34.544910 	  -5.260058 	               4.460000 	   0.170000 	  -1.100000 	   0.510000 	               0.010000 	   0.018000 	   0.132000 	  10.120000 	   1.962000 	 2 	0.220343 	1.823891 	-0.173647 	0.355213 	-0.930607 	0.613556 	0.749878 	  0.00 	  0.00 	  0.00 	  0.41 	  0.06 	  0.00 	  0.09 	  0.04 	  0.39 	
3236 	  34.410465 	  -5.259260 	               3.030000 	   0.050000 	  -1.740000 	   0.530000 	             -99.000000 	   0.002000 	   0.028000 	  10.810000 	   1.456000 	 6 	-1.990930 	-0.665230 	0.331055 	0.199770 	-0.187859 	-0.355018 	-0.161214 	  0.00 	  0.02 	  0.03 	  0.10 	  0.00 	  0.02 	  0.78 	  0.00 	  0.06 	
3246 	  34.235275 	  -5.258869 	               5.010000 	   0.030000 	  -1.470000 	   0.520000 	               0.058000 	   0.127000 	   0.070000 	  10.560000 	   1.579000 	 4 	-0.490575 	1.993801 	-1.202576 	0.322219 	-0.247753 	-0.164279 	-0.173017 	  0.00 	  0.10 	  0.00 	  0.24 	  0.44 	  0.00 	  0.00 	  0.01 	  0.21 	
3301 	  34.276413 	  -5.259057 	               2.960000 	   0.170000 	  -1.650000 	   0.520000 	             -99.000000 	   0.000000 	   0.028000 	  11.070000 	   1.741500 	 6 	-1.767974 	-0.408068 	1.056673 	-0.132097 	-0.542843 	-0.080854 	-0.005274 	  0.00 	  0.00 	  0.11 	  0.07 	  0.07 	  0.01 	  0.74 	  0.00 	  0.00 	
